location,timestamp,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3
Whitefield,2025-07-19T05:00,2.4,2.4,133.0
Whitefield,2025-07-19T06:00,3.0,2.8,163.0
Whitefield,2025-07-19T07:00,4.6,3.9,208.0
Whitefield,2025-07-19T08:00,6.7,5.3,233.0
Whitefield,2025-07-19T09:00,10.0,6.4,215.0
Whitefield,2025-07-19T10:00,10.8,6.8,177.0
Whitefield,2025-07-19T11:00,12.3,7.0,153.0
Whitefield,2025-07-19T12:00,12.7,6.8,150.0
Whitefield,2025-07-19T13:00,13.7,7.2,161.0
Whitefield,2025-07-19T14:00,14.6,7.3,197.0
Whitefield,2025-07-19T15:00,19.6,9.3,285.0
Whitefield,2025-07-19T16:00,15.0,8.4,398.0
Whitefield,2025-07-19T17:00,10.6,7.2,464.0
Whitefield,2025-07-19T18:00,10.9,8.2,442.0
Whitefield,2025-07-19T19:00,9.6,7.8,373.0
Whitefield,2025-07-19T20:00,6.8,6.0,315.0
Whitefield,2025-07-19T21:00,5.7,5.3,290.0
Whitefield,2025-07-19T22:00,5.1,4.8,275.0
Whitefield,2025-07-19T23:00,4.6,4.2,256.0
Whitefield,2025-07-20T00:00,3.7,3.3,223.0
Whitefield,2025-07-20T01:00,3.0,2.6,186.0
Whitefield,2025-07-20T02:00,2.4,2.1,160.0
Whitefield,2025-07-20T03:00,2.0,1.9,150.0
Whitefield,2025-07-20T04:00,1.8,1.7,150.0
Whitefield,2025-07-20T05:00,1.9,1.9,159.0
Whitefield,2025-07-20T06:00,2.2,2.1,184.0
Whitefield,2025-07-20T07:00,3.6,3.4,219.0
Whitefield,2025-07-20T08:00,4.7,4.4,236.0
Whitefield,2025-07-20T09:00,5.7,4.8,220.0
Whitefield,2025-07-20T10:00,4.9,4.1,187.0
Whitefield,2025-07-20T11:00,4.8,3.5,163.0
Whitefield,2025-07-20T12:00,5.9,3.6,149.0
Whitefield,2025-07-20T13:00,9.7,4.8,143.0
Whitefield,2025-07-20T14:00,8.7,5.2,167.0
Whitefield,2025-07-20T15:00,9.4,5.7,249.0
Whitefield,2025-07-20T16:00,8.5,5.5,361.0
Whitefield,2025-07-20T17:00,9.2,8.0,437.0
Whitefield,2025-07-20T18:00,8.7,8.2,445.0
Whitefield,2025-07-20T19:00,8.5,8.3,418.0
Whitefield,2025-07-20T20:00,7.2,7.0,386.0
Whitefield,2025-07-20T21:00,6.5,6.2,360.0
Whitefield,2025-07-20T22:00,6.5,6.1,329.0
Whitefield,2025-07-20T23:00,6.1,5.8,294.0
Whitefield,2025-07-21T00:00,5.2,5.0,251.0
Whitefield,2025-07-21T01:00,4.3,4.1,204.0
Whitefield,2025-07-21T02:00,3.4,3.3,170.0
Whitefield,2025-07-21T03:00,2.8,2.7,155.0
Whitefield,2025-07-21T04:00,2.6,2.5,153.0
Whitefield,2025-07-21T05:00,2.8,2.6,165.0
Whitefield,2025-07-21T06:00,3.3,3.2,201.0
Whitefield,2025-07-21T07:00,4.5,4.3,251.0
Whitefield,2025-07-21T08:00,5.0,4.7,283.0
Whitefield,2025-07-21T09:00,4.5,4.1,279.0
Whitefield,2025-07-21T10:00,3.4,3.1,258.0
Whitefield,2025-07-21T11:00,3.2,3.0,238.0
Whitefield,2025-07-21T12:00,3.9,3.6,219.0
Whitefield,2025-07-21T13:00,3.5,3.1,202.0
Whitefield,2025-07-21T14:00,4.5,3.8,212.0
Whitefield,2025-07-21T15:00,6.7,5.7,274.0
Whitefield,2025-07-21T16:00,7.3,6.6,362.0
Whitefield,2025-07-21T17:00,10.6,9.9,423.0
Whitefield,2025-07-21T18:00,11.2,10.4,434.0
Whitefield,2025-07-21T19:00,10.3,9.2,418.0
Whitefield,2025-07-21T20:00,9.0,8.2,390.0
Whitefield,2025-07-21T21:00,7.4,6.9,350.0
Whitefield,2025-07-21T22:00,6.2,5.9,298.0
Whitefield,2025-07-21T23:00,5.2,5.0,254.0
Whitefield,2025-07-22T00:00,4.0,3.9,225.0
Whitefield,2025-07-22T01:00,3.3,3.2,204.0
Whitefield,2025-07-22T02:00,2.8,2.7,186.0
Whitefield,2025-07-22T03:00,2.6,2.4,166.0
Whitefield,2025-07-22T04:00,2.4,2.2,149.0
Whitefield,2025-07-22T05:00,2.5,2.4,152.0
Whitefield,2025-07-22T06:00,2.8,2.7,195.0
Whitefield,2025-07-22T07:00,4.3,4.0,259.0
Whitefield,2025-07-22T08:00,5.6,5.1,297.0
Whitefield,2025-07-22T09:00,5.4,4.6,283.0
Whitefield,2025-07-22T10:00,6.1,4.1,243.0
Whitefield,2025-07-22T11:00,8.2,4.8,218.0
Whitefield,2025-07-22T12:00,8.4,4.6,220.0
Whitefield,2025-07-22T13:00,8.4,4.5,236.0
Whitefield,2025-07-22T14:00,7.9,5.8,266.0
Whitefield,2025-07-22T15:00,6.2,4.6,325.0
Whitefield,2025-07-22T16:00,5.9,4.6,399.0
Whitefield,2025-07-22T17:00,6.6,6.5,438.0
Whitefield,2025-07-22T18:00,6.1,6.0,415.0
Whitefield,2025-07-22T19:00,5.7,5.5,358.0
Whitefield,2025-07-22T20:00,5.5,5.3,306.0
Whitefield,2025-07-22T21:00,4.9,4.7,274.0
Whitefield,2025-07-22T22:00,4.6,4.3,248.0
Whitefield,2025-07-22T23:00,4.0,3.8,223.0
Whitefield,2025-07-23T00:00,3.1,2.9,197.0
Whitefield,2025-07-23T01:00,2.4,2.3,172.0
Whitefield,2025-07-23T02:00,2.1,1.9,154.0
Whitefield,2025-07-23T03:00,1.9,1.7,142.0
Whitefield,2025-07-23T04:00,1.9,1.6,138.0
Whitefield,2025-07-23T05:00,2.4,2.0,151.0
Whitefield,2025-07-23T06:00,2.5,2.2,199.0
Whitefield,2025-07-23T07:00,3.3,3.1,265.0
Whitefield,2025-07-23T08:00,4.4,4.3,305.0
Whitefield,2025-07-23T09:00,4.1,3.9,295.0
Whitefield,2025-07-23T10:00,4.0,3.8,259.0
Whitefield,2025-07-23T11:00,3.2,3.1,228.0
Whitefield,2025-07-23T12:00,3.3,3.1,206.0
Whitefield,2025-07-23T13:00,3.8,3.5,188.0
Whitefield,2025-07-23T14:00,3.6,3.2,190.0
Whitefield,2025-07-23T15:00,3.4,2.9,232.0
Whitefield,2025-07-23T16:00,3.3,3.1,294.0
Whitefield,2025-07-23T17:00,6.3,5.5,336.0
Whitefield,2025-07-23T18:00,5.9,5.3,337.0
Whitefield,2025-07-23T19:00,5.2,4.9,317.0
Whitefield,2025-07-23T20:00,4.7,4.5,294.0
Whitefield,2025-07-23T21:00,4.0,3.9,272.0
Whitefield,2025-07-23T22:00,3.9,3.9,247.0
Whitefield,2025-07-23T23:00,3.5,3.4,221.0
Whitefield,2025-07-24T00:00,2.8,2.7,194.0
Whitefield,2025-07-24T01:00,2.2,2.1,166.0
Whitefield,2025-07-24T02:00,1.8,1.7,146.0
Whitefield,2025-07-24T03:00,1.5,1.4,133.0
Whitefield,2025-07-24T04:00,1.4,1.2,127.0
Whitefield,2025-07-24T05:00,1.1,1.0,140.0
Whitefield,2025-07-24T06:00,1.3,1.3,190.0
Whitefield,2025-07-24T07:00,2.3,2.2,259.0
Whitefield,2025-07-24T08:00,3.6,3.4,301.0
Whitefield,2025-07-24T09:00,3.4,2.9,291.0
Whitefield,2025-07-24T10:00,3.3,3.0,254.0
Whitefield,2025-07-24T11:00,3.5,3.1,223.0
Whitefield,2025-07-24T12:00,3.1,2.8,205.0
Whitefield,2025-07-24T13:00,3.1,2.6,192.0
Whitefield,2025-07-24T14:00,3.9,3.4,195.0
Whitefield,2025-07-24T15:00,3.7,3.5,229.0
Whitefield,2025-07-24T16:00,4.0,3.9,279.0
Whitefield,2025-07-24T17:00,6.3,5.1,313.0
Whitefield,2025-07-24T18:00,6.0,5.3,316.0
Whitefield,2025-07-24T19:00,5.9,5.2,302.0
Whitefield,2025-07-24T20:00,5.7,5.1,283.0
Whitefield,2025-07-24T21:00,4.7,4.2,261.0
Whitefield,2025-07-24T22:00,3.9,3.7,233.0
Whitefield,2025-07-24T23:00,3.4,3.1,206.0
Whitefield,2025-07-25T00:00,3.0,2.5,177.0
Whitefield,2025-07-25T01:00,3.6,2.4,148.0
Whitefield,2025-07-25T02:00,3.9,2.4,128.0
Whitefield,2025-07-25T03:00,3.5,2.2,116.0
Whitefield,2025-07-25T04:00,2.6,1.8,112.0
Whitefield,2025-07-25T05:00,1.6,1.5,127.0
Whitefield,2025-07-25T06:00,2.1,1.9,179.0
Whitefield,2025-07-25T07:00,3.3,3.1,249.0
Whitefield,2025-07-25T08:00,4.0,3.8,291.0
Whitefield,2025-07-25T09:00,3.3,3.0,277.0
Whitefield,2025-07-25T10:00,2.7,2.5,234.0
Whitefield,2025-07-25T11:00,2.8,2.3,198.0
Whitefield,2025-07-25T12:00,4.6,2.8,180.0
Whitefield,2025-07-25T13:00,5.5,3.2,168.0
Whitefield,2025-07-25T14:00,6.6,3.8,169.0
Whitefield,2025-07-25T15:00,5.3,3.0,191.0
Whitefield,2025-07-25T16:00,5.6,3.1,226.0
Whitefield,2025-07-25T17:00,12.3,6.7,247.0
Whitefield,2025-07-25T18:00,10.6,6.3,243.0
Whitefield,2025-07-25T19:00,10.1,6.0,226.0
Whitefield,2025-07-25T20:00,10.5,6.2,208.0
Whitefield,2025-07-25T21:00,9.2,5.6,194.0
Whitefield,2025-07-25T22:00,9.1,5.4,181.0
Whitefield,2025-07-25T23:00,10.2,5.8,166.0
Whitefield,2025-07-26T00:00,8.7,5.2,149.0
Whitefield,2025-07-26T01:00,7.3,4.0,131.0
Whitefield,2025-07-26T02:00,8.8,4.3,118.0
Whitefield,2025-07-26T03:00,8.3,4.1,110.0
Whitefield,2025-07-26T04:00,7.3,3.4,107.0
Whitefield,2025-07-26T05:00,2.2,1.4,118.0
Whitefield,2025-07-26T06:00,3.8,2.0,158.0
Whitefield,2025-07-26T07:00,5.1,3.1,211.0
Whitefield,2025-07-26T08:00,5.4,4.0,243.0
Whitefield,2025-07-26T09:00,6.1,3.8,229.0
Whitefield,2025-07-26T10:00,14.1,7.1,193.0
Whitefield,2025-07-26T11:00,29.8,12.9,171.0
Whitefield,2025-07-26T12:00,28.1,13.2,180.0
Whitefield,2025-07-26T13:00,23.2,10.5,203.0
Whitefield,2025-07-26T14:00,12.4,7.5,224.0
Whitefield,2025-07-26T15:00,14.7,8.8,241.0
Whitefield,2025-07-26T16:00,11.6,7.7,257.0
Whitefield,2025-07-26T17:00,8.8,6.7,266.0
Whitefield,2025-07-26T18:00,8.4,6.9,266.0
Whitefield,2025-07-26T19:00,6.8,6.3,259.0
Whitefield,2025-07-26T20:00,5.3,5.2,248.0
Whitefield,2025-07-26T21:00,3.9,3.8,231.0
Whitefield,2025-07-26T22:00,3.4,3.3,210.0
Whitefield,2025-07-26T23:00,4.0,3.2,188.0
Whitefield,2025-07-27T00:00,4.7,3.1,165.0
Whitefield,2025-07-27T01:00,4.5,2.9,143.0
Whitefield,2025-07-27T02:00,4.7,2.8,127.0
Whitefield,2025-07-27T03:00,6.5,3.2,117.0
Whitefield,2025-07-27T04:00,10.9,4.9,113.0
Whitefield,2025-07-27T05:00,3.7,2.4,129.0
Whitefield,2025-07-27T06:00,4.4,2.8,185.0
Whitefield,2025-07-27T07:00,4.6,3.4,261.0
Whitefield,2025-07-27T08:00,6.3,4.8,302.0
Whitefield,2025-07-27T09:00,9.2,5.6,275.0
Whitefield,2025-07-27T10:00,12.5,7.0,213.0
Whitefield,2025-07-27T11:00,13.3,7.3,166.0
Whitefield,2025-07-27T12:00,16.8,8.2,150.0
Whitefield,2025-07-27T13:00,18.0,8.4,149.0
Whitefield,2025-07-27T14:00,15.8,8.1,156.0
Whitefield,2025-07-27T15:00,14.3,7.1,177.0
Whitefield,2025-07-27T16:00,12.0,6.4,206.0
Whitefield,2025-07-27T17:00,14.7,8.1,227.0
Whitefield,2025-07-27T18:00,15.2,9.6,231.0
Whitefield,2025-07-27T19:00,16.2,10.5,227.0
Whitefield,2025-07-27T20:00,15.6,10.4,220.0
Whitefield,2025-07-27T21:00,14.5,9.9,214.0
Whitefield,2025-07-27T22:00,13.7,9.5,206.0
Whitefield,2025-07-27T23:00,12.3,8.6,193.0
Whitefield,2025-07-28T00:00,9.7,6.8,171.0
Whitefield,2025-07-28T01:00,8.3,5.7,144.0
Whitefield,2025-07-28T02:00,8.5,5.5,125.0
Whitefield,2025-07-28T03:00,9.2,5.7,116.0
Whitefield,2025-07-28T04:00,9.7,6.0,114.0
Whitefield,2025-07-28T05:00,8.1,5.4,125.0
Whitefield,2025-07-28T06:00,9.4,5.7,163.0
Whitefield,2025-07-28T07:00,8.2,5.6,213.0
Whitefield,2025-07-28T08:00,6.7,5.0,240.0
Whitefield,2025-07-28T09:00,5.2,3.8,220.0
Whitefield,2025-07-28T10:00,7.4,4.3,177.0
Whitefield,2025-07-28T11:00,9.5,4.9,146.0
Whitefield,2025-07-28T12:00,11.0,5.2,141.0
Whitefield,2025-07-28T13:00,12.4,5.7,147.0
Whitefield,2025-07-28T14:00,14.2,6.0,157.0
Whitefield,2025-07-28T15:00,14.1,6.2,166.0
Whitefield,2025-07-28T16:00,15.3,6.4,177.0
Whitefield,2025-07-28T17:00,23.7,9.8,197.0
Whitefield,2025-07-28T18:00,22.3,11.1,235.0
Whitefield,2025-07-28T19:00,20.3,11.4,281.0
Whitefield,2025-07-28T20:00,18.6,11.0,306.0
Whitefield,2025-07-28T21:00,17.9,10.6,293.0
Whitefield,2025-07-28T22:00,17.7,10.7,259.0
Whitefield,2025-07-28T23:00,17.1,10.4,225.0
Whitefield,2025-07-29T00:00,15.5,9.5,194.0
Whitefield,2025-07-29T01:00,13.8,8.6,162.0
Whitefield,2025-07-29T02:00,12.1,7.7,140.0
Whitefield,2025-07-29T03:00,10.4,6.7,127.0
Whitefield,2025-07-29T04:00,9.1,6.0,124.0
Whitefield,2025-07-29T05:00,6.0,4.0,137.0
Whitefield,2025-07-29T06:00,5.9,3.9,185.0
Whitefield,2025-07-29T07:00,7.0,5.1,249.0
Whitefield,2025-07-29T08:00,7.0,5.3,282.0
Whitefield,2025-07-29T09:00,11.2,6.1,250.0
Whitefield,2025-07-29T10:00,7.1,4.4,187.0
Whitefield,2025-07-29T11:00,7.7,4.6,140.0
Whitefield,2025-07-29T12:00,13.6,5.7,129.0
Whitefield,2025-07-29T13:00,7.2,3.9,135.0
Whitefield,2025-07-29T14:00,7.5,3.8,145.0
Whitefield,2025-07-29T15:00,7.7,3.7,159.0
Whitefield,2025-07-29T16:00,6.0,3.3,178.0
Whitefield,2025-07-29T17:00,8.9,5.3,193.0
Whitefield,2025-07-29T18:00,8.8,6.4,199.0
Whitefield,2025-07-29T19:00,9.6,7.1,200.0
Whitefield,2025-07-29T20:00,10.4,7.4,200.0
Whitefield,2025-07-29T21:00,10.7,7.4,202.0
Whitefield,2025-07-29T22:00,10.7,7.3,204.0
Whitefield,2025-07-29T23:00,9.9,6.7,199.0
Whitefield,2025-07-30T00:00,8.1,5.4,183.0
Whitefield,2025-07-30T01:00,6.9,4.5,161.0
Whitefield,2025-07-30T02:00,6.8,4.2,144.0
Whitefield,2025-07-30T03:00,6.6,4.0,133.0
Whitefield,2025-07-30T04:00,6.0,3.6,127.0
Whitefield,2025-07-30T05:00,4.5,2.9,133.0
Whitefield,2025-07-30T06:00,4.7,3.0,162.0
Whitefield,2025-07-30T07:00,5.7,4.1,202.0
Whitefield,2025-07-30T08:00,5.5,4.0,225.0
Whitefield,2025-07-30T09:00,6.7,4.4,215.0
Whitefield,2025-07-30T10:00,10.0,5.0,189.0
Whitefield,2025-07-30T11:00,9.7,4.8,168.0
Whitefield,2025-07-30T12:00,12.5,5.2,159.0
Whitefield,2025-07-30T13:00,17.0,6.2,155.0
Whitefield,2025-07-30T14:00,19.0,6.9,163.0
Whitefield,2025-07-30T15:00,19.6,7.1,189.0
Whitefield,2025-07-30T16:00,16.4,6.6,226.0
Whitefield,2025-07-30T17:00,29.6,12.0,261.0
Whitefield,2025-07-30T18:00,28.3,12.7,295.0
Whitefield,2025-07-30T19:00,25.3,12.8,326.0
Whitefield,2025-07-30T20:00,24.4,12.7,338.0
Whitefield,2025-07-30T21:00,18.0,10.9,320.0
Whitefield,2025-07-30T22:00,15.8,10.2,282.0
Whitefield,2025-07-30T23:00,13.7,9.2,245.0
Whitefield,2025-07-31T00:00,16.5,9.2,211.0
Whitefield,2025-07-31T01:00,10.0,6.6,176.0
Whitefield,2025-07-31T02:00,8.3,5.6,152.0
Whitefield,2025-07-31T03:00,7.4,5.0,139.0
Whitefield,2025-07-31T04:00,6.4,4.4,137.0
Whitefield,2025-07-31T05:00,5.5,4.1,148.0
Whitefield,2025-07-31T06:00,5.3,4.0,186.0
Whitefield,2025-07-31T07:00,7.7,4.4,238.0
Whitefield,2025-07-31T08:00,10.3,5.7,268.0
Whitefield,2025-07-31T09:00,16.6,7.3,254.0
Whitefield,2025-07-31T10:00,19.3,7.9,218.0
Whitefield,2025-07-31T11:00,18.5,8.0,191.0
Whitefield,2025-07-31T12:00,19.8,8.2,182.0
Whitefield,2025-07-31T13:00,22.5,8.8,182.0
Whitefield,2025-07-31T14:00,29.0,10.4,195.0
Whitefield,2025-07-31T15:00,34.5,12.7,228.0
Whitefield,2025-07-31T16:00,25.9,11.5,274.0
Whitefield,2025-07-31T17:00,24.7,12.3,319.0
Whitefield,2025-07-31T18:00,24.2,13.9,367.0
Whitefield,2025-07-31T19:00,25.0,15.3,414.0
Whitefield,2025-07-31T20:00,24.7,16.4,436.0
Whitefield,2025-07-31T21:00,22.8,15.9,420.0
Whitefield,2025-07-31T22:00,20.7,15.0,379.0
Whitefield,2025-07-31T23:00,19.2,13.5,333.0
Whitefield,2025-08-01T00:00,18.6,11.9,282.0
Whitefield,2025-08-01T01:00,19.6,11.0,227.0
Whitefield,2025-08-01T02:00,21.2,10.8,188.0
Whitefield,2025-08-01T03:00,21.8,10.7,175.0
Whitefield,2025-08-01T04:00,21.2,10.4,179.0
Whitefield,2025-08-01T05:00,16.6,8.9,191.0
Whitefield,2025-08-01T06:00,14.0,7.9,217.0
Whitefield,2025-08-01T07:00,14.8,7.7,252.0
Whitefield,2025-08-01T08:00,19.4,9.1,270.0
Whitefield,2025-08-01T09:00,21.8,9.1,255.0
Whitefield,2025-08-01T10:00,26.0,10.0,223.0
Whitefield,2025-08-01T11:00,25.7,10.5,198.0
Whitefield,2025-08-01T12:00,26.0,10.9,188.0
Whitefield,2025-08-01T13:00,24.2,9.8,185.0
Whitefield,2025-08-01T14:00,21.7,9.0,190.0
Whitefield,2025-08-01T15:00,20.2,8.9,201.0
Whitefield,2025-08-01T16:00,20.4,9.2,220.0
Whitefield,2025-08-01T17:00,33.5,15.9,258.0
Whitefield,2025-08-01T18:00,33.2,19.1,336.0
Whitefield,2025-08-01T19:00,31.2,19.9,433.0
Whitefield,2025-08-01T20:00,27.6,18.3,499.0
Whitefield,2025-08-01T21:00,23.3,15.3,514.0
Whitefield,2025-08-01T22:00,22.1,14.1,498.0
Whitefield,2025-08-01T23:00,23.0,14.3,465.0
Whitefield,2025-08-02T00:00,23.3,13.8,409.0
Whitefield,2025-08-02T01:00,22.9,13.3,335.0
Whitefield,2025-08-02T02:00,22.2,13.0,273.0
Whitefield,2025-08-02T03:00,20.7,12.3,232.0
Whitefield,2025-08-02T04:00,19.5,11.8,202.0
Whitefield,2025-08-02T05:00,21.1,12.9,183.0
Whitefield,2025-08-02T06:00,19.7,12.7,181.0
Whitefield,2025-08-02T07:00,19.3,12.2,191.0
Whitefield,2025-08-02T08:00,17.2,11.3,194.0
Whitefield,2025-08-02T09:00,17.0,10.0,181.0
Whitefield,2025-08-02T10:00,20.7,9.7,162.0
Whitefield,2025-08-02T11:00,24.0,10.4,149.0
Whitefield,2025-08-02T12:00,27.2,11.5,147.0
Whitefield,2025-08-02T13:00,31.1,13.0,152.0
Whitefield,2025-08-02T14:00,27.1,11.2,159.0
Whitefield,2025-08-02T15:00,31.7,13.4,163.0
Whitefield,2025-08-02T16:00,33.6,15.0,170.0
Whitefield,2025-08-02T17:00,31.2,15.8,197.0
Whitefield,2025-08-02T18:00,24.9,15.0,266.0
Whitefield,2025-08-02T19:00,23.2,16.3,355.0
Whitefield,2025-08-02T20:00,22.4,16.8,409.0
Whitefield,2025-08-02T21:00,19.3,14.6,398.0
Whitefield,2025-08-02T22:00,18.0,13.6,353.0
Whitefield,2025-08-02T23:00,19.1,14.9,307.0
Whitefield,2025-08-03T00:00,18.0,14.1,269.0
Whitefield,2025-08-03T01:00,15.1,12.0,230.0
Whitefield,2025-08-03T02:00,12.7,10.4,199.0
Whitefield,2025-08-03T03:00,10.9,9.2,179.0
Whitefield,2025-08-03T04:00,9.6,8.3,167.0
Whitefield,2025-08-03T05:00,5.4,5.4,164.0
Whitefield,2025-08-03T06:00,4.1,4.1,175.0
Whitefield,2025-08-03T07:00,5.0,4.7,194.0
Whitefield,2025-08-03T08:00,7.3,6.5,203.0
Whitefield,2025-08-03T09:00,9.7,7.3,190.0
Whitefield,2025-08-03T10:00,9.3,6.7,167.0
Whitefield,2025-08-03T11:00,10.4,7.4,150.0
Whitefield,2025-08-03T12:00,9.4,6.7,143.0
Whitefield,2025-08-03T13:00,10.7,7.6,143.0
Whitefield,2025-08-03T14:00,15.3,10.8,151.0
Whitefield,2025-08-03T15:00,17.5,13.5,165.0
Whitefield,2025-08-03T16:00,17.9,14.0,188.0
Whitefield,2025-08-03T17:00,26.8,18.6,230.0
Whitefield,2025-08-03T18:00,48.7,41.1,313.0
Whitefield,2025-08-03T19:00,61.9,54.4,415.0
Whitefield,2025-08-03T20:00,63.8,56.0,475.0
Whitefield,2025-08-03T21:00,40.0,34.3,461.0
Whitefield,2025-08-03T22:00,33.3,28.1,406.0
Whitefield,2025-08-03T23:00,31.7,25.8,349.0
Whitefield,2025-08-04T00:00,28.6,22.5,297.0
Whitefield,2025-08-04T01:00,22.6,17.3,243.0
Whitefield,2025-08-04T02:00,17.9,13.6,204.0
Whitefield,2025-08-04T03:00,15.3,11.9,188.0
Whitefield,2025-08-04T04:00,12.9,10.4,188.0
Whitefield,2025-08-04T05:00,11.2,9.4,200.0
Whitefield,2025-08-04T06:00,11.4,9.8,239.0
Whitefield,2025-08-04T07:00,11.3,9.7,290.0
Whitefield,2025-08-04T08:00,10.5,9.2,312.0
Whitefield,2025-08-04T09:00,9.5,7.9,276.0
Whitefield,2025-08-04T10:00,10.0,7.9,210.0
Whitefield,2025-08-04T11:00,11.3,8.8,160.0
Whitefield,2025-08-04T12:00,13.5,10.3,145.0
Whitefield,2025-08-04T13:00,16.0,12.1,146.0
Whitefield,2025-08-04T14:00,15.3,11.6,153.0
Whitefield,2025-08-04T15:00,16.4,12.4,153.0
Whitefield,2025-08-04T16:00,16.6,12.3,159.0
Whitefield,2025-08-04T17:00,25.8,20.1,203.0
Whitefield,2025-08-04T18:00,32.8,27.4,329.0
Whitefield,2025-08-04T19:00,49.4,44.2,492.0
Whitefield,2025-08-04T20:00,55.8,50.9,595.0
Whitefield,2025-08-04T21:00,48.2,43.7,581.0
Whitefield,2025-08-04T22:00,40.7,36.2,507.0
Whitefield,2025-08-04T23:00,38.2,34.0,441.0
Whitefield,2025-08-05T00:00,32.8,29.0,411.0
Whitefield,2025-08-05T01:00,28.1,24.3,389.0
Whitefield,2025-08-05T02:00,26.2,22.6,359.0
Whitefield,2025-08-05T03:00,21.2,17.8,302.0
Whitefield,2025-08-05T04:00,16.4,13.7,237.0
Whitefield,2025-08-05T05:00,26.5,24.4,204.0
Whitefield,2025-08-05T06:00,23.2,21.3,235.0
Whitefield,2025-08-05T07:00,19.0,17.1,298.0
Whitefield,2025-08-05T08:00,14.8,13.2,336.0
Whitefield,2025-08-05T09:00,13.4,12.0,322.0
Whitefield,2025-08-05T10:00,13.6,12.1,283.0
Whitefield,2025-08-05T11:00,14.0,11.6,250.0
Whitefield,2025-08-05T12:00,25.6,17.9,230.0
Whitefield,2025-08-05T13:00,29.3,19.6,216.0
Whitefield,2025-08-05T14:00,38.9,25.4,209.0
Whitefield,2025-08-05T15:00,35.5,23.6,202.0
Whitefield,2025-08-05T16:00,32.6,22.4,203.0
Whitefield,2025-08-05T17:00,18.4,14.9,241.0
Whitefield,2025-08-05T18:00,17.1,14.2,361.0
Whitefield,2025-08-05T19:00,15.6,13.8,519.0
Whitefield,2025-08-05T20:00,12.5,11.8,610.0
Whitefield,2025-08-05T21:00,8.0,7.9,572.0
Whitefield,2025-08-05T22:00,6.6,6.5,468.0
Whitefield,2025-08-05T23:00,5.8,5.7,379.0
Whitefield,2025-08-06T00:00,4.9,4.8,336.0
Whitefield,2025-08-06T01:00,4.6,4.5,308.0
Whitefield,2025-08-06T02:00,4.5,4.5,285.0
Whitefield,2025-08-06T03:00,4.2,4.1,263.0
Whitefield,2025-08-06T04:00,4.1,3.9,246.0
Whitefield,2025-08-06T05:00,3.8,3.8,239.0
Whitefield,2025-08-06T06:00,4.4,4.3,251.0
Whitefield,2025-08-06T07:00,3.9,3.6,274.0
Whitefield,2025-08-06T08:00,5.0,4.7,285.0
Whitefield,2025-08-06T09:00,4.9,4.4,272.0
Whitefield,2025-08-06T10:00,4.9,4.4,247.0
Whitefield,2025-08-06T11:00,5.0,4.5,230.0
Whitefield,2025-08-06T12:00,5.0,4.5,222.0
Whitefield,2025-08-06T13:00,5.2,4.7,220.0
Whitefield,2025-08-06T14:00,5.1,4.6,239.0
Whitefield,2025-08-06T15:00,5.3,4.7,281.0
Whitefield,2025-08-06T16:00,8.3,7.8,343.0
Whitefield,2025-08-06T17:00,7.1,7.0,426.0
Whitefield,2025-08-06T18:00,13.4,13.3,565.0
Whitefield,2025-08-06T19:00,13.9,13.9,724.0
Whitefield,2025-08-06T20:00,12.2,12.2,797.0
Whitefield,2025-08-06T21:00,11.8,11.8,710.0
Whitefield,2025-08-06T22:00,12.6,12.6,537.0
Whitefield,2025-08-06T23:00,13.3,13.2,387.0
Whitefield,2025-08-07T00:00,11.3,11.3,295.0
Whitefield,2025-08-07T01:00,10.0,9.9,225.0
Whitefield,2025-08-07T02:00,9.1,9.0,185.0
Whitefield,2025-08-07T03:00,8.7,8.5,180.0
Whitefield,2025-08-07T04:00,8.9,8.7,204.0
Whitefield,2025-08-07T05:00,9.6,9.4,242.0
Whitefield,2025-08-07T06:00,10.6,10.4,304.0
Whitefield,2025-08-07T07:00,9.8,9.7,380.0
Whitefield,2025-08-07T08:00,8.4,8.3,422.0
Whitefield,2025-08-07T09:00,7.8,7.7,398.0
Whitefield,2025-08-07T10:00,7.5,7.3,340.0
Whitefield,2025-08-07T11:00,8.1,7.9,294.0
Whitefield,2025-08-07T12:00,7.7,7.5,275.0
Whitefield,2025-08-07T13:00,7.9,7.7,267.0
Whitefield,2025-08-07T14:00,7.5,7.2,273.0
Whitefield,2025-08-07T15:00,7.5,7.2,289.0
Whitefield,2025-08-07T16:00,10.4,10.1,317.0
Whitefield,2025-08-07T17:00,3.9,3.9,369.0
Whitefield,2025-08-07T18:00,7.8,7.5,459.0
Whitefield,2025-08-07T19:00,10.4,10.0,572.0
Whitefield,2025-08-07T20:00,10.5,10.1,671.0
Whitefield,2025-08-07T21:00,11.4,10.9,772.0
Whitefield,2025-08-07T22:00,12.4,11.7,861.0
Whitefield,2025-08-07T23:00,12.7,11.9,854.0
Whitefield,2025-08-08T00:00,12.8,11.8,667.0
Whitefield,2025-08-08T01:00,13.1,12.0,385.0
Whitefield,2025-08-08T02:00,13.2,11.8,183.0
Whitefield,2025-08-08T03:00,13.2,11.4,142.0
Whitefield,2025-08-08T04:00,12.9,10.6,180.0
Whitefield,2025-08-08T05:00,6.1,6.0,226.0
